Category	Feature	Count	Unique Value Count	Missing Value Count	Min	Max	Mean	Mean Deviation	1st Quartile	Median	3rd Quartile	Range	Sample Variance	Sample Standard Deviation	Sample Skewness	Sample Kurtosis	P0.5	P1	P5	P95	P99	P99.5
Is NOT Text	Number of Web Hits per Day	447	447	25	1.02892561983471	413.954673335417	47.5098858699215	35.82583227351	16.1402795275562	29.0636840903903	52.0320952507903	412.925747715583	3351.56572186328	57.8927087107114	3.1906094705464	12.2728346490801	2.38176910408177	3.16879454193376	6.69129817332133	150.224159292248	305.441987310357	357.358991845953
Is NOT Text	Number of Citations per Day	447	92	25	0	0.00845522955948254	0.000326065980208454	0.000530061442847381	0	0	0	0.00845522955948254	9.82161822627226E-07	0.000991040777479527	4.3602471029852	22.9544082844634	0	0	0	0.00221173088997785	0.00456887534667433	0.00550780716818255
Is Domain-Theory	Number of Web Hits	23	23	0	27700	328736	95335.6086956522	60031.97731569	37851.5	66928	107853.5	301036	6467259193.70356	80419.2712830921	1.66862050647895	2.23456486596759	27792.4	27884.8	28991.3	245580.9	311273.5	320004.75
Is Domain-Theory	Number of Citations	23	5	0	0	37	4.21739130434783	6.9867674858223	0	0	1	37	115.450592885376	10.7447937572285	2.462997659161	4.73370234621186	0	0	0	29.6	35.46	36.23
Is Domain-Theory	Number of Web Hits per Day	18	18	5	2.62267965447528	107.08013029316	28.787325148522	21.818648151258	8.65216979666588	18.5250873149915	40.2211697302598	104.457450638684	796.975869522968	28.2307610510763	1.50988351076151	2.08134956065845	2.75864077273377	2.89460189099226	3.98229083706018	70.0583615353159	99.6757765415909	103.377953417375
Is Domain-Theory	Number of Citations per Day	18	6	5	0	0.00333393404216976	0.000471266241504784	0.000762828475597462	0	0	7.16332378223496E-05	0.00333393404216976	1.1554323493847E-06	0.0010749103913279	2.11469613127315	3.08038794863649	0	0	0	0.00291761001531295	0.0032506692367984	0.00329230163948408
Is NOT Domain-Theory	Number of Web Hits	512	511	0	498	3659898	134125.462890625	117588.657371521	36117.75	71090	135521.5	3659400	66160819809.0285	257217.456268093	7.42993832381366	79.5987680954363	1089.135	1514.99	4085	459487.9	1354039.09	1444056.085
Is NOT Domain-Theory	Number of Citations	512	37	0	0	100	3.28515625	5.36846923828125	0	0	0	100	114.313830112524	10.6917645930185	4.85767769381285	28.8757450469084	0	0	0	21.35	52.89	56.335
Is NOT Domain-Theory	Number of Web Hits per Day	491	491	21	1.02892561983471	413.954673335417	46.9015078784484	34.848636626478	15.9604603948719	29.0636840903903	51.8235875727525	412.925747715583	3173.82167008427	56.3366813904073	3.22813934787541	12.7703859543239	2.1235332694496	2.98456830135163	6.78391377635564	149.929514079562	301.605579261829	350.826901049295
Is NOT Domain-Theory	Number of Citations per Day	491	89	21	0	0.00845522955948254	0.000281990671071649	0.00046837832648406	0	0	0	0.00845522955948254	8.65375630787141E-07	0.000930255680330489	4.81229278491367	27.9429091051331	0	0	0	0.00180998438552287	0.00442062110377878	0.00533530030427321
Is Time-Series	Number of Web Hits	113	113	0	1904	1055781	101257.955752212	71467.7973216384	44227	70781	108647	1053877	17738719223.5427	133186.783216439	4.37248663567863	25.1216194675756	2200.24	2492.04	5946	288909	527156.24	760260.04
Is Time-Series	Number of Citations	113	5	0	0	53	0.548672566371681	1.04879003837418	0	0	0	53	25.0534134007587	5.00533849012818	10.4647292388721	110.514470460804	0	0	0	0	4.64	26.12
Is Time-Series	Number of Web Hits per Day	109	109	4	5.04193872425917	364.187995860642	61.296400980962	45.0740612525734	23.3355886332882	36.1556072953046	69.8900235663786	359.146057136382	4750.90354509109	68.9267984538023	2.47175485354306	6.15146281178983	5.09810262397003	5.2050762554331	9.59733299219026	223.646441947566	299.659305668714	329.922659000418
Is Time-Series	Number of Citations per Day	109	4	4	0	0.00025953802232027	4.88650993028974E-06	9.50403766258193E-06	0	0	0	0.00025953802232027	9.46610874802171E-10	3.07670420223032E-05	6.84629540833504	49.6282368254661	0	0	0	0	0.000144672299217969	0.000198346402388979
Is NOT Time-Series	Number of Web Hits	422	422	0	498	3659898	140812.338862559	126285.583320232	34768.5	70194.5	142322	3659400	75670757232.6854	275083.182387956	7.19825801636077	72.7799035776195	1018.485	1243.03	4104.4	445203.55	1360344.01	1517744.935
Is NOT Time-Series	Number of Citations	422	39	0	0	100	4.06872037914692	6.38037106084763	0	0	1	100	135.541584581961	11.6422328005396	4.29096766745334	22.8580047603452	0	0	0	26	52.79	57.685
Is NOT Time-Series	Number of Web Hits per Day	400	400	22	1.02892561983471	413.954673335417	42.1637612851668	30.9415893734712	14.5739592637705	26.3691763191763	47.5519024709788	412.925747715583	2581.36627057099	50.8071478295229	3.60551843414645	17.4250690635038	1.96351005064076	2.59241434768153	6.50847289657414	137.841497431711	295.776730393528	334.684296095244
Is NOT Time-Series	Number of Citations per Day	400	91	22	0	0.00845522955948254	0.00036601895565216	0.000582041137460984	0	0	0	0.00845522955948254	1.085275629819E-06	0.00104176563094537	4.08701200511564	20.1515596133739	0	0	0	0.00267743202947208	0.00472567006604948	0.00569821832729782
Is Sequential	Number of Web Hits	55	55	0	3317	528065	74003.7636363636	38314.0628099174	43249	60663	87237.5	524748	5274897144.62828	72628.4871426376	4.71609313164002	28.7282274962444	3672.86	4028.72	10661.6	134216.1	347442.02	437753.51
Is Sequential	Number of Citations	55	5	0	0	37	1.36363636363636	2.50578512396694	0	0	0	37	40.8282828282829	6.38970130978615	5.06156981578672	25.2055696487222	0	0	0	2.5	33.22	35.11
